"menaniwan mu za puran?"," Do you sell betel nut?","你們有賣檳榔嗎?"
"'azi, 'azi mi menaniwan za puran."," No, we don't sell betel nut.","沒有，我們沒有賣檳榔。"
"tratrima' ku za veras."," I want to buy rice.","我要買米。"
"tratrima' u za pidaya luvuk?"," How many packs do you want to buy?","你要買幾包?"
"verayay ku za teluwa luvuk."," Give me three packs.","給我三包。"
"tratrima' ku za vurasi."," I want to buy sweet potatoes.","我要買地瓜。"
"piya meniwan lra kana vurasi."," All the sweet potatoes are sold out.","地瓜都賣完了。"
"tratrima' ku za zuwaya dalilr za imar."," I want to buy two bottles of oil.","我要買兩瓶油。"
"tratrima' ku za zuwaya dalilr za lrawlraw."," I want to buy two bottles of oil.","我要買兩瓶油。"
"misama' mi za saya dalilr."," We only have one bottle left.","我們只剩一瓶。"
"uwa trima'anay ku za trinun."," Go buy me eggs.","去幫我買蛋。"
"tratrima' u za pidaya tingting za trinun?"," How many pounds of eggs do you want to buy?","你要買幾斤蛋?"
"tratrima' ku za zuwaya tingting."," I want to buy two catties.","我要買兩斤。"
"tratrima' ku za zuwaya vetu' za kenaw."," I want to buy two green onions.","我要買兩把蔥。"
"misama' za teluwa vetu', elaku lra peniya!"," There are three left, all for you!","這裡剩三把，都給你啦!"
"manueman paisu ini na saya luvuk na veras?"," How much is this bag of rice?","這包米多少錢?"
"zuwaya leman paisu na saya luvuk."," $200 for a pack.","一包200元。"
"makavetra'an misama' za saya paisu peniya, verayay ku za makavetra'an paisu.","The total is $21, just count $20.","總共21元，算20元就好。"
"lrayuwan."," Thank you.","謝謝。"
"makaiwa misama' za lruwatra paisu peniya."," Here's $95.","這裡95元。"
"puwapuwa ku ziya tremima' za saema, ku trulrtrulray penauwa za saleman paisu."," I'll buy some more, and make up 100 yuan.","我再買一點，湊100元。"
"lruwatra leman misama' za muketrep paisu peniya.","All $510.","全部510元。"
"kuwatreng nu penauwa za lruwatra leman paisu?"," Count me in for $500, okay?","算我500元好嗎?"
"kapazangalan lra i ini, kaduluyu za saema?"," It's too expensive, can you make it cheaper?","這個太貴了，可以算便宜一點嗎?"
"'azi karuwa, madulu lra."," No, this is already very cheap.","不行，這個已經很便宜了。"
"aelak ku kanini na walru."," I want this packet of cookies.","我要這包餅乾。"
"makatelun paisu izu na walru, aelak u ziya za eman?"," $30 for the cookies, anything else you need?","這餅乾30元，還需要別的東西嗎?"
"karuwa ku kivulas kaninu za paisu?"," Can I borrow money from you?","我可以跟你借錢嗎?"
"ai mu! maranger u kivulas za manueman paisu?"," Yes! How much do you need?","可以啊!你需要多少錢?"
"malalup ku murung za paisu, karuwa ku kivulas kaninu za paisu?"," I forgot to bring money, can I borrow money from you?","我忘記帶錢了，我可以跟你借錢嗎?"
"'azi ku miinurung za paisu."," I don't have any money either!","我也沒帶錢耶!"
"malalup ku murung za paisu, karuwa ku kivulas kaninu za paisu?"," I forgot to bring money, can I borrow money from you?","我忘記帶錢了，我可以跟你借錢嗎?"
"inaku, nanu kinivulas a pakangaway mu, 'azi u ziya pareveliyas kaninku."," No, you haven't paid me back the money you borrowed last time.","不要，上次借的錢你都還沒還我。"
"karuwa ku kivulas kaninu za kavang?"," Can I borrow your clothes?","我可以借你的衣服嗎?"
"karuwa ku kivulas kaninu za kiping?"," Can I borrow your clothes?","我可以借你的衣服嗎?"
"ai, elak inu."," Well, you take it yourself.","好，你自己拿。"
"karuwa ku kivulas kaninu za valray?"," Can I borrow your book?","我可以借你的書嗎?"
"ku pavulasanay lra kani 'Arevuwan."," I lent it to 'Arevuwan.","我借給’Arevuwan了。"
"pavulasay ku kananu zidēnsiya maw?"," Can I borrow your bicycle, please?","請借給我你的腳踏車好嗎?"
"ai, mawmu, pareveliyasu kaninku nu 'emanan."," Okay, but you have to give it back to me tomorrow."," 好，但是明天要還給我。"
"'ema'udalr lra, 'azi ku maysuku, pavulasay ku kananu suku maw?"," It's raining, I don't have an umbrella, can you lend me your umbrella?","下雨了，我沒有帶傘，借我傘好嗎?"
"mawmau saya ku suku, ta pisukuwaw i inta zazuwa."," I only have an umbrella, let's stick together!"," 我只有一把傘，我們一起撐吧!"
"i ini na valray mu, ninu ipavulas a pakangaway, ku pareveliyasaw kaninu."," This is the book you borrowed from me last time, I give it back to you.","這是你上次借我的書，還給你。"
"parevelaliyas ku kaninu kana paisu nu aidan?"," When do I have to pay you back?","我什麼時候要還你錢?"
"kakuda, nu ulra nu paisu pakalrazamaw ku lra."," It's okay, you can talk about it when you have money.","沒關係，你有錢的時候再說。"
"parevelaliyas u kaninku kana paisu nu aidan?"," When are you going to pay me back?","你什麼時候要還我錢?"
"ku nu pareveliyasaw nu 'emanan."," I will return it to you tomorrow.","我明天還你。"
"parevelaliyas u kaninku kana valray nu aidan?"," When are you going to return my book?","你什麼時候要還我書?"
"ku pareveliyasaw lra kaninu na valray a daman, amelri ziyamaw?"," Didn't I return it to you yesterday?","我昨天不是已經還你了嗎?"
"tu ipavulas ni Asaw kaninu ini na impis?"," Did Asaw lend you this pen?","這支筆是Asaw借你的嗎?"
"ai, kivulas ku kantaw harem kana wari."," Yes, I borrowed it from him today.","對，我今天跟他借的。"
"nu kinivulas kani Asaw ini na impis?"," Did you borrow this pen from Asaw?","這支筆是你跟Asaw借的嗎?"
"amelri, tu trinima'an ni inani."," No, this is what mom bought.","不是，這是媽媽買的。"
"iniyan lra za iyam, uwa kivulas kani Sunay za saema za iyam."," We're out of salt, go borrow some from Sunay.","沒有鹽了，去跟Sunay借點鹽。"
"uniyan lra za iyam, uwa kivulas kani Sunay za saema za iyam."," We're out of salt, go borrow some from Sunay.","沒有鹽了，去跟Sunay借點鹽。"
"pareveliyasu na paisu kaninku kuwayu i Senayan."," Go tell Senayan to give me my money back.","去叫Senayan還我錢。"
"mivaverayan kaninu za manueman paisu intaw ziyamaw?"," How much does she owe you?","她欠你多少錢呢?"
"makuwa u i iyan?"," Where are you going?","你要去哪裡?"
"makuwa ku i sayheng semalema za kulang."," I’m going to plant vegetables in the garden.","我要去菜園裡種菜。"
"kemakuda u?"," What are you doing?","你在做什麼?"
"traluwalun lra zi, penapitaw ku za tralun, puwa'enay ku nu haremay."," There’s too much grass, I’m hoaxing the grass, I need to water it later.","草太多了，我在鋤草，等一下要澆水。"
"urunganay ku kana kawkaw zi pitaw maw?"," Will you get my scythes and hoes, please?","幫我把鐮刀和鋤頭拿來好嗎?"
"nu retra'anay i iyan?"," Where did you put it?","你放在哪裡?"
"ku retra'anay i trapingiran kana kangkang."," I put it next to the plow and rake.","我放在犁耙旁邊。"
"piya u lra kemangkang?"," Did you turn over the soil?","你翻過土了嗎?"
"penapiya ku kemangkang, sasalem ku nu haremay."," I just turned over the soil, and so on to sow seeds.","我剛翻過土，等等要播種。"
"karuwa ta lra kikulang kananu sinalem na kulang?"," Are your vegetables ready to be harvested?","你種的菜可以收成了嗎?"
"karuwa ta lra kikulang kana tamana i kani, na kenaw i kaziyu mu, 'azi ziya maruwa."," The cabbages here are ready to harvest, but the scallions there are not yet ready to harvest.","這裡的高麗菜可以收成了，那裡的蔥就還不能收成。"
"kiya! sazu nu kinivurasi."," Wow! You dug up so many gourds.","哇!你挖了這麼多的地瓜。"
"puwalrangay ku makutr puwa i puwalumayan maw?"," Will you help me with the barn?","幫我放穀倉好嗎?"
"kemakuda mu?"," What are you doing?","你們在做什麼?"
"tremavukulr mi za vulraw."," We are casting nets to catch fish.","我們在撒漁網抓魚。"
"sazu a vulraw i kani ziyamaw?"," Are there many fish here?","這裡的魚多嗎?"
"sazu lra i karesis na vulraw ku 'inevang."," The fish basket has been full of fish.","魚簍裡已經抓了很多魚。"
"sazu lra i kari'is na vulraw ku 'inevang."," The fish basket has been full of fish.","魚簍裡已經抓了很多魚。"
"kemuda u 'emevang za vulraw marayas?"," How do you usually catch fish?","你平常怎麼抓魚?"
"mipangasip ku penangasip za vulraw,"," I always use fishing tackle to catch fish.","我都用釣具釣魚。"
"marayas ku penapetrir za rawa, nu eman mikuwang misuwan ku melrulruy."," I usually catch my prey with a trap, but occasionally I hunt with a gun and a dog.","我通常都是用陷阱抓獵物，偶爾也會拿槍帶狗狩獵。"
"i ini mu, nintaw wakalr kana vavuy."," This is the road the boar took.","這是山豬所走的路。"
"kemuda zi malrazam u?"," How do you know?","你怎麼知道呢?"
"nintaw dinapalran kana vavuy i ini, semeneng, nintaw wakalr i ini."," These are the footprints of the boar, so this is the path the boar took.","這是山豬的腳印，所以這是山豬所走的路。"
"dikaya ta mukuwa melilruwa, kamawan za muetrir a eman."," Go and see our trap, for it seems that we have caught our prey.","快去看我們的陷阱，好像抓到獵物了。"
"kemuda zi malrazam u?"," How do you know?","你怎麼知道呢?"
"kamawan za tremaulr za vali na suwan, ta kadikayay."," The dog seems to have smelled it. Let’s follow them.","狗好像聞到味道了。我們快跟過去。"
"demadaway u za eman harem?"," What are you working on?","你正在製作的是什麼東西?"
"a salretevtevan i ini, papetrir za 'avutar."," This is a mouse trap, used to catch voles.","這是捕鼠夾，用來抓田鼠的。"
"a eman nu iretra' i kaziyu?"," What is that thing you put there?","你放在那裡的是什麼東西?"
"sawail i izu, naniyam papetrir za 'ura."," It was a leg-rigged rope trap, and we used it to catch Shankiang.","那是套腳式繩索陷阱，我們用它來抓山羌。"
"ai, ta puruma'aw i zekalr pu'atrar kananta niruma'enan."," Yeah! Let’s bring it back to our tribe and share it with our friends and family!","是啊!我們帶回部落分享給親友吧!"
"panadam na sinsi harem kanta mapiya za kemuda ta temarapinuyumayan merengay kana haramhaman.","I will teach everyone all kinds of animals in Pinuyumayan language today.","今天老師要教大家動物的卑南語怎麼說。"
"panadam na sinsi harem kanta mapiya za kemuda ta temarapinuyumayan merengay kana tematelriw","","今天老師要教大家植物的卑南語怎麼說。"
"panadam na sinsi harem kanta mapiya za kemuda ta temarapinuyumayan merengay kana inaekan na vuwa'.","I will teach everyone all kinds of fruits in Pinuyumayan language today.","今天老師要教大家水果的卑南語怎麼說。"
"amanan alrupe'!","Don’t sleep.","不要睡覺！"
"amanan venavati!","Don’t talk.","不要講話！"
"amanan mekan za emaeman.","Don’t eat.","不要吃東西。"
"pupanayu nanu valray!","Take out your textbook.","拿出你的課本！"
"pupanayu nanu impis!","Take out your pen.","拿出你的筆！"
"pupanayu nanu vavalrayan!","Take out your homework.","拿出你的作業！"
"epetru na impis!","Put your pen away.","把筆收起來！"
"epetru na aekanan!","Put your food away.","把食物收起來！"
"epetru na aekanen!","Put your food away.","把食物收起來！"
"epetru na 'aya'ayam!","Put your toy away.","把玩具收起來！"
"ni eman ini na impis?","Whose pen is it?","這是誰的鉛筆?"
"ninku.","It’s mine.","是我的。"
"ni eman ini na valray?","Whose textbook is it?","這是誰的課本?"
"nintaw ni Asaw.","It’s Asaw’s.","是Asaw的。"
"ni eman ini na aitrul?","Whose eraser is it?","這是誰的橡皮擦?"
"nintaw ni Asaw izu na kiping?","Is that Asaw’s clothes?","那是Asaw的衣服嗎?"
"nintaw ni Asaw izu na kavang?","Is that Asaw’s clothes?","那是Asaw的衣服嗎?"
"amelri, nintaw kaytu ni Sunay izu.","No, this is Sunay’s coat.","不是，那是Sunay的外套。"
"sinsi, 'azi ku murung za valray.","Teacher, I didn’t bring my textbook.","老師，我沒帶課本。"
"ukasa na'u kananu taver na i ngidiran!","Share the book with your classmate next to you.","跟旁邊同學一起看！"
"ukasa na'u kananu taver na i ngaydiran!","Share the book with your classmate next to you.","跟旁邊同學一起看。"
"sinsi, mureput nanku impis.","My pencil is broken.","老師，我的鉛筆斷了。"
"kivulas kananu taver!","Borrow it from your classmate.","跟同學借！"
"uniyan nanku aitrul.","My eraser is missing.","我的橡皮擦不見了。"
"uri puwaludus ta lra kananta takakesiyan harem, taranapaw i dalan nu muwaruma'.","It is the end of the class, be careful on your way home.","我們要下課了，回家路上要小心。"
"ai. lrayuwan sinsi.","Got it, thank you teacher.","好。謝謝老師。"
"ta palruwanay i kani, marepana'uwa ta ziya mapiya.","The class is over, goodbye everyone.","我們要下課了，大家再見。"
"marepana'uwa ta ziya sinsi.","Goodbye teacher.","老師再見。"
"'inavayan, i Asaw ku ngadan.","Hello everyone, my name is Asaw.","大家好，我的名字是Asaw。"
"Asaw, 'inavayan.","","Asaw你好。"
"'inavayan, i Siyang ku ngadan.","Hello everyone, my name is Siyang.","大家好，我的名字是Siyang。"
"'inavayan, i Arimudan ku.","Hello, I am Arimudan.","你好，我是Arimudan。"
"Arimudan 'inavayan, i Iwan ku.","Hello, Arimudan, I am Iwan.","Arimudan你好，我是Iwan。"
"'inavayan, i Siyang ku.","Hello, I am Siyang.","你好，我是Siyang。"
"Siyang 'inavayan, i Iwan ku.","Hello, Siyang, I am Iwan.","Siyang你好，我是Iwan。"
"i eman u?","Who are you?","你是誰?"
"i tainataw ku ni Iwan, i Atrung ku.","I am Iwan’s mom, Atrung.","我是Iwan的媽媽，我是Atrung。"
"i eman u?","Who are you?","你是誰?"
"i waditaw na vavayan ku ni Iwan, i Muya ku ngadan.","I am Iwan’s sister. My name is Muya.","我是Iwan的妹妹，我的名字是Muya。"
"i eman i intaw?","Who is he?","他是誰?"
"i eman i iziyu na trau?","Who is that person?","那個人是誰?"
"i ivalri na ma'inayan i intaw, i Saeruwan tu ngadan.","He is my brother, Saeruwan.","他是我的哥哥，他叫Saeruwan。"
"i Alang i intaw?","Is he Alang?","他是Alang嗎?"
"ai, i Alang i intaw.","Yes, he is Alang.","是，他是Alang。"
"i Siyang u?","Are you Alang?","你是Siyang嗎?"
"amelri, i Iwan ku.","","不是，我是Iwan。"
"i eman i Siyang?","Who is Alang?","誰是Siyang?"
"i Siyang i inku.","","我就是Siyang。"
"i eman i Ingvilr?","Who is Ingvilr?","誰是Ingvilr?"
"nanku 'ali'an i Ingvilr.","Ingvilr is my friend.","Ingvilr是我的朋友。"
"i eman tu ngadan ni vau na vavayan?","What is your elder sister’s name?","你姐姐的名字是什麼?"
"i Ahuy tu ngadan ni ivalri na vavayan.","My elder sister’s name is Ahuy.","我的姐姐的名字是Ahuy。"
"i eman tu ngadan ni wadiyu na vavayan?","What is your younger sister’s name?","你妹妹的名字是什麼?"
"i Angis tu ngadan ni wadilri na vavayan.","My younger sister’s name is Angis.","我的妹妹的名字是Angis。"
"malrazam u kanantu ngadan?","Do you know his name?","你知道他的名字嗎?"
"i Arimudan nantu ngadan.","He is called Arimudan.","他叫做Arimudan。"
"pidaya tu 'ami ni vau na ma'inayan?","How old is your elder brother?","你哥哥今年幾歲?"
"muketrep misama' za lruwatra lra tu 'ami harem kana 'ami.","He is fifteen years old.","他今年15歲了。"
"pidaya tu 'ami ni wadiyu na ma'inayan?","How old is your younger brother?","你弟弟今年幾歲?"
"lruwatra lra tu 'ami harem kana 'ami.","He is five years old.","他今年5歲了。"
"ulra.","Yes.","有。"
"temakesi u kana takesiyan i zekalr?","Do you study in your tribe’s school?","你在部落的學校讀書嗎?"
"ai, kamawan mi za saruma'enan a temakesi mi i takesiyan.","Yes, we are like family while we are studying at school.","是的，在學校讀書我們像一家人。"
"i eman i iziyu na ma'inayan?","Who is that man?","那個男生是誰?"
"i eman i iziyu na vavayan?","Who is that woman?","那個女生是誰?"
"i ivalri na vavayan i intaw.","She is my sister.","她是我姐姐。"
"i eman i iziyu na alrak?","Who is that kid?","那個小孩是誰?"
"i wadilri na ma'inayan i intaw.","He is my younger brother.","他是我的弟弟。"
"a mutuwahitay i intaw.","She is a soldier.","她是軍人。"
"kiyakarun za eman i temama?","What does your father do?","你的爸爸從事什麼工作?"
"a sinsi i intaw.","He is a teacher.","他是老師。"
"amelri, tu 'ali'an ni wadilri na ma'inayan i intaw.","No, he is my younger brother’s friend.","不是，他是我弟弟的朋友。"
"i vau na vavayan i intaw?","Is she your elder sister?","她是你姊姊嗎?"
"amelri, i wadilri na vavayan i intaw.","No, she is my younger sister.","不是，她是我的妹妹。"
"papida na naziyu na saruma'enan?","How many people in their family?","他們全家有幾個人?"
"lralruwatr na naziyu na saruma'enan.","There are five people in their family.","他們全家有五個人。"
"papida mu lralrak i ruma'?","How many children in your family?","你們家有幾個小孩?"
"aapat mi lralrak i ruma'.","There are four children in our family.","我們共有四個小孩。"
"papida nu wadiyu?","How many younger siblings do you have?","你有幾個弟妹?"
"uniyan ku za wadi na ma'inayan, tatelu ku wadi na vavayan.","I don’t have any younger brothers, but I have three younger sisters.","我沒有弟弟，有三位妹妹。"
"iniyan ku za wadi na ma'inayan, tatelu ku wadi na vavayan.","I don’t have any younger brothers, but I have three younger sisters.","我沒有弟弟，有三位妹妹。"
"papida nu iva?","How many older siblings do you have?","你有幾個兄姊?"
"papida nu maruwadiyadi?","How many siblings do you have?","你有幾個兄弟姐妹?"
"uniyan ku za maruwadiyadi.","I don’t have any siblings.","我沒有兄弟姐妹。"
"iniyan ku za maruwadiyadi.","I don’t have any siblings.","我沒有兄弟姐妹。"
"a maruwadi mu?","Are you brothers?","你們是兄弟嗎?"
"ai, i ivalri na ma'inayan i intaw.","Yes, he is my brother.","是，他是我哥哥。"
"a Yēncumin mu?","Are you aboriginals?","你們是原住民嗎?"
"ai, a Yēncumin mi.","Yes, we are aboriginals.","是，我們是原住民。"
"mau a Pinuyumayan i intaw?","Is she Pinuyumayan too?","她也是卑南族嗎?"
"ai, mau a Pinuyumayan i intaw.","Yes, she is Pinuyumayan too.","是的，她也是卑南族。"
"kemuda na wari harem?","How’s the weather today?","今天天氣如何?"
"parulritek na wari, puwapuwa 'emau za vi'as za ' enay.","It’s a bit cold, so you need to drink more warm water.","天氣有點冷，要多喝熱水。"
"parulritek na wari harem, puwapuwa 'emau za vi'as za zanum.","It’s a bit cold, so you need to drink more warm water.","天氣有點冷，要多喝熱水。"
"kemuda na wari harem?","How’s the weather today?","今天天氣如何?"
"paruvi'as na wari harem, puwapuwa 'emau za 'enay.","It’s a bit hot, so you need to drink more water.","天氣有點熱，要多喝水。"
"paruvi'as na wari harem, puwapuwa 'emau za zanum.","It’s a bit hot, so you need to drink more water.","天氣有點熱，要多喝水。"
"kemuda na wari i patraran?","How’s the weather outside?","外面天氣如何?"
"panana na kadaw, ikalalup patala' za senan.","The sun is bright and remember to wear sunscreen.","太陽很大，要記得防曬。"
"kemutrem, temala' na kutrem kana 'unin.","cloudy and the cloud blocks out the sun.","陰天，雲擋住了太陽。"
"kemutrem, temala' na kutrem kana kadaw.","cloudy and the cloud blocks out the sun.","陰天，雲擋住了太陽。"
"kemuda na wari nu 'emanan?","How is the weather tomorrow?","明天天氣如何?"
"'azi 'a'unin nu 'emanan, kemutrem zi valiyan.","It will be cloudy and windy but not sunny tomorrow.","明天不會出太陽，陰天而且風很大。"
"'azi kakadaw nu 'emanan, kemutrem zi valiyan.","It will be cloudy and windy but not sunny tomorrow.","明天不會出太陽，陰天而且風很大。"
"kemuda na wari nu kanizu na wari?","How was the weather that day?","那天天氣如何?"
"parulritek nu azu na wari, pikaytu nu muwapatraran.","It was a bit cold and you needed to wear a jacket when you went outside.","那天有點冷，出門要穿外套。"
"kemuda na wari nu kasede'an?","How’s the weather on the weekend?","假日天氣如何?"
"'inava na wari nu kasede'an.","It will be sunny on the weekend.","假日天氣好。"
"'a'udalr nu azu na wari?","Will it be rainy that day?","那天會下雨嗎?"
"'inava na wari nu azu, 'azi 'a'udalr.","It will have no rain and be sunny that day.","那天天氣晴朗，不會下雨。"
"ai, 'a'udalr nu azu na wari.","Yes, it will be rainy that day.","是，那天會下雨。"
"'ema'udalr harem?","Is it raining now?","現在有下雨嗎?"
"dali' lra, mupana lra na 'unin.","The rain stops and the sun comes out.","雨停了，太陽出來了。"
"dali' lra, mupana lra na kadaw.","The rain stops and the sun comes out.","雨停了，太陽出來了。"
"'ema'udalr harem?","Is it raining now?","現在有下雨嗎?"
"'ema'udalr lra, 'azi ku misuku.","It is raining and I don’t have an umbrella with me.","下雨了，我沒有帶傘。"
"'ema'udalr i patraran?","Is it raining outside?","外面有下雨嗎?"
"'azi 'ema'udalr harem, 'a'udalr nu piya kare'alri, pisuku nu mupatraran.","It is not raining now, but it will be rainy in the afternoon, so you need to bring an umbrella when you go out.","現在沒有下雨，中午過後會下雨，出門要帶傘。"
"kalritek nu mari'ami nu vetriliyan awlra?","Will it be very cold in winter next year?","明年冬天會很冷嗎?"
"ai, kalritek nu mari'ami nu vetriliyan, puwapuwa pikiping.","Yes, it will be very cold in winter next year, so you need to put on extra layers.","是，明年冬天會很冷，要穿很多衣服。"
"kavi'as nu derun harem kana 'ami awlra?","Will it be very hot in summer this year?","今年夏天會很熱嗎?"
"ai, kavi'as nu derun, puwapuwa 'emau za 'enay.","Yes, it will be very hot and you need to drink more water.","是，夏天會很熱，要多喝水。"
"ai, kavi'as nu derun, puwapuwa 'emau za zanum.","Yes, it will be very hot and you need to drink more water.","是，夏天會很熱，要多喝水。"
"sahar u nu kaseveran?","Do you like spring?","你喜歡春天嗎?"
"sahar ku nu kaseveran, sadeku na wari.","I like spring because the weather is warm.","我喜歡春天，天氣很溫暖。"
"sahar u nu 'emami?","Do you like autumn?","你喜歡秋天嗎?"
"sahar u nu venetratrili?","Do you like autumn?","你喜歡秋天嗎?"
"'azi ku sahar nu 'emami, sazu a variw.","I don’t like autumn because there are lots of typhoons in autumn.","我不喜歡秋天，秋天有好多颱風。"
"'azi ku sahar nu venetratrili, sazu a variw.","I don’t like autumn because there are lots of typhoons in autumn.","我不喜歡秋天，秋天有好多颱風。"
"malalup ku murung za valray.","I forgot to bring the textbook.","我忘了帶課本。"
"mukasaya ta mena'u.","I will share it with you.","我跟你一起看。"
"malalup ku murung za aitrul.","I forgot to bring the eraser.","我忘了帶橡皮擦。"
"kunu pavulasay.","I can lend you.","我借你。"
"malalup u murung za impis?","Do you forget to bring your pen?","你忘了帶筆嗎?"
"ai, pavulasay ku kananu impis maw?","Yes, can you lend me a pen?","對，你借我筆好嗎?"
"kare'a'alri ku za pang.","I want some bread.","我要吃麵包。"
"keraravi u za eman nu karauv?","What would you like for dinner?","你晚餐要吃什麼?"
"keraravi ku za maderu.","I want some rice.","我要吃飯。"
"kenama u za eman?","What did you have for breakfast?","你早餐吃了什麼?"
"kenama ku za trinun.","I ate an egg.","我吃了蛋。"
"kare'alri u za eman?","What did you have for lunch?","你午餐吃了什麼?"
"kare'alri ku za terukuk.","I ate the chicken.","我吃了雞肉。"
"kay ta 'emaresura za mali.","Let’s play soccer.","我們去踢球。"
"uwauwa ziya inu, kay ku miya'a lra kaninu.","You go first and I will catch up later.","你先去，我等一下去找你。"
"uwauwa ziya inu, kay ku maya'a lra kaninu.","You go first and I will catch up later.","你先去，我等一下去找你。"
"kay ta melranguya.","Let’s go swimming.","我們去游泳。"
"ai mu! marelranga ta mukuwa.","Sure! Let’s go there together.","好啊!我們一起去。"
"amanan, kay ta ziya makutra za valray.","No, we have to carry books first.","不要，我們先去搬書。"
"emisaus u lra?","Did you brush your teeth?","你刷牙了嗎?"
"'azi ziya, melralrisaw ku ziya.","Not yet. I am doing the dishes.","還沒，我正在洗碗。"
"'ematimuremur u lra?","Did you rinse out your mouth?","你漱口了嗎?"
"melrisaw u lra?","Did you wash the dishes?","你洗碗了嗎?"
"piya ku lra melrisaw kananku kaysing.","I already washed the dishes.","我的碗洗好了。"
"kemuda zi 'azi u muras zanu lima?","Why didn’t you wash your hands?","你怎麼沒洗手?"
"auras ku nu haremay lra.","I will wash my hands later.","我等一下洗。"
"kemakuda u a haremay?","What were you doing just now?","你剛剛在做什麼?"
"mukuwa ku miya'a kani sinsi.","I went to meet the teacher.","我去找老師。"
"mukuwa ku maya'a kani sinsi.","I went to meet the teacher.","我去找老師。"
"kakuda u nu pudulus ta i takesiyan?","What are you going to do after school?","你放學要做什麼?"
"kakuda i intaw nu pudulus i takesiyan?","What is she doing after school?","她放學要做什麼?"
"auwa malikasawa i intaw.","She is going to go dancing.","她要去跳舞。"
"Lapang, ulra u i ruma'?","Lapang, are you home?","Lapang，你在家嗎?"
"ulra ku, 'alra zi usavak!","Yes, come on in.","在，快進來！"
"Lapang, ulra u i ruma'?","Lapang, are you home?","Lapang，你在家嗎?"
"uniyan i ruma' i Lapang! i Angis ku, kemuda ziyamaw? ku rengayaw lra nu muruma' i Lapang.","Lapang is not at home. I am Angis. What can I do for you? I will let him know when he comes back.","Lapang不在家耶!我是Angis，有什麼事嗎? 回來我會轉告Lapang。"
"i eman mu?","Who are you?","你們是誰?"
"imu, i Lapang zi i Angis mi, 'alra zi truwalray mi ziya!","Grandma, we are Lapang and Angis, please open the door for us.","奶奶，我們是Lapang 和 Angis，幫我們開門!"
"i eman?","Who is it?","是誰阿?"
"i Vuya ku, zuwa ku muzangiya kani Untay.","I am Vuya, I am here for Untay.","我是Vuya，我是來找Untay的。"
"imu, zuwa ku muzangiya kaninu.","Grandma, I am here to see you.","奶奶，我來看你了。"
"sawariyan u lra 'azi zuwa zi, sare'er ku lra kaninu.","You haven’t been here for a long time. I missed you so much.","你好久沒來了，我好想念你。"
"Akim, zuwa ku muzangiya kaninu.","Akim, I am here to play with you.","Akim，我來找你玩了。"
"'alra zi usavak! sawariyan ku lra mengarangara kaninu.","Come on in! I have been waiting for you for a long time.","快進來，我等你好久。"
"talrami mekan ku sinalem na vurasi!","This is the sweet potato I grow. Try it!","這是我種的地瓜，吃吃看!"
"talrami mekan ku sinalem na vunga.","This is the sweet potato I grow. Try it!","這是我種的地瓜，吃吃看!"
"tavu' ini na vurasi a.","The sweet potato is so sweet.","這地瓜真甜。"
"alamu! atalram ziya mekan kananku sinalem na inaekan na vuwa'.","Come here! These are the fruits I grow. You should try it.","過來!這是我種的水果，吃看看。"
"tavu' ini na inaekan na vuwa' a.","The fruit tastes sweet.","這水果好甜。"
"dalreu ini na inaekan na vuwa' a.","The fruit tastes sweet.","這水果好甜。"
"'alra zi kayan! atalram ziya mekan kananku sinalem na kudumu na 'azi pinutremelan.","Take a seat! You should try some organic corn that I grow.","請坐! 這是我種的有機玉米吃看看!"
"'alra zi kayan! atalram ziya mekan kananku sinalem na kadumu na 'azi pinutremelan.","Take a seat! You should try some organic corn that I grow.","請坐! 這是我種的有機玉米吃看看!"
"kiya! tavu' ini na kudumu.","Wow! The corn tastes so sweet.","嗚! 這玉米好甜。"
"kiya! dalreu ini na kadumu.","Wow! The corn tastes so sweet.","嗚! 這玉米好甜。"
"aekan u za 'asiru?","Do you want some oranges?","你要吃橘子嗎?"
"aekan u za walru?","Would you want some cookies?","你要吃餅乾嗎?"
"ai, sahar ku.","Sure, I like it very much.","好，我很喜歡。"
"kemulita ku za inaekan na vuwa' veray kaninu.","Let me peel the fruit for you.","我削水果給你吃。"
"lrayuwan, mi'enay ini na inaekan na vuwa' a.","Thank you. This fruit is so juicy.","謝謝，這水果好多汁。"
"lrayuwan, mizanum ini na inaekan na vuwa' a.","Thank you. This fruit is so juicy.","謝謝，這水果好多汁。"
"kunu elakanay za 'enay pa'awu.","I will bring you some water.","我拿水給你喝。"
"kunu elakanay za zanum pa'awu.","I will bring you some water.","我拿水給你喝。"
"lrayuwan.","Thank you.","謝謝。"
"puwapuwa mekan, sazu ku inevel na irupan.","Enjoy yourself. I cooked a lot of dishes.","多吃點，我煮了很多菜。"
"kiya, salaw ngulringulr zi imaran.","Oh! It smells good and looks delicious.","嗚! 真的很香也好吃。"
"puwapuwa mekan, sazu ziya.","Enjoy yourself. There is a lot more.","多吃點，這裡還有很多。"
"'azi ku kaira nu kemazu.","I’ll make myself at home then.","我不客氣了喔!"
"puwapuwa mekan, sazu ziya.","Enjoy yourself. There are plenty here.","多吃點，這裡還有很多。"
"sazu lra ku inekan, 'azi ku pakaekan lra.","I ate a lot and couldn’t eat any more.","我吃了好多，不能再吃了。"
