"marengay i imulri, “tu line'utran na muwaarak na tinutratrau mu mawu tu trungutrungulran pinakamelriyan kana Pinuyumayan nu melale'utr, tu kiruwan kana Pinuyumayan mu karuwa ta paresepad za temenun mele'utr, mele'utr zi pazeketr kana inuwan trema'i, kema ta kanini na mele'utr muvakar lra za tratrungulran kanini na kakuwayanan”.","祖母說：「所繡的人形舞蹈紋是卑南族特有的傳統繡法，我們卑南族人的傳統服大致可以分為織布繡、刺繡和貼布飾等方式，而刺繡仍然是最普遍的裝飾方法。」"
"nu melale'utr i imulri mu sahar paladiladi' kana zemiyar kana 'uze'uzem tu kuwarelrangan, zi tu pu'etrevay za mera'ara'atr, malulu', vulretri' zi tremangiya, tu parepauwauwayaw na marekamelrimelri tu pinivalrayan,","祖母在織布的過程中通常喜歡運用紅、黑為主色，再夾入，黃、綠、白、藍等不同顏色的緯線來構成各式各樣的圖紋，"
"nu melale'utr kana tu katring kana ma'inayan mu tu karayasaw kemani mele'utr.","尤其在男子開敞褲上的織法最為常見。"
"tu pinivalrayan nantu nilale'utr ni imulri, salaw merevaw, marekamelrimelri tu pinivalrayan kana walay, nu melale'utr kana 'uze'uzem na inuwan mu tu pavalivalisaw tu pinivalrayan,","祖母的刺繡，圖案也非常豐富，是以不同顏色的繡線於黑布上繡出千變萬化的圖紋，"
"na marakurena'una'u kana line'utran mu maw na maretrevutrevung maresa'asa'az nu mele'utr, zi na pinakalikaling, tinurik mele'utr vinalivalis tu ipu'aputr,","常見的繡法包括十字繡、鎖鍊繡與直線繡等，"
"tu sayhuwan melima kana Pinuyumayan pakazuma, pinaladiladi' tu ipuvalray mukuwa zatu kinasaharan kana melale'utr, na line'utran na hareman mu salaw kana maresaresan.","刺繡技法在整個卑南族而言，除了以色彩的個人喜好而繡，繡法幾乎都非常一致了。"
"na suru a pakangaway za pat lima 'ami kani zekalr mu, na rarumaruma' mena'u ta tu pinarahan, tu parahanay i trapingiran kana ruma',","穀倉在過去四、五十年前在部落裡是家家戶戶普遍常見的建築，就蓋在自家旁邊，"
"tu iparahan mu maw na vasikaw, mi turak za kawayan puran, na liveng mu tu inu'aw na dare' zi tu tevtevaw na daramiyan zi 'uriyanay kana dare', tu zeliyaw na liveng kanizu na dare', tu sa'uvay za lavun.","所用的建築材料，多以竹子，刺竹、檳榔樹幹為柱子，牆則以泥土和乾稻草攪和塗上，屋頂覆蓋上茅草。"
"na maramipaysu na trau tu parahanay za lēngga za kawara.","有錢一點的人家則用以紅磚灰瓦建造。"
"kikay na kiyalumay, pavaliyan, kangkang, diyapedip, kakara. na zuma na kakitekiteng marekamelrimelri, zi na 'a'evang kana vulraw 'a'ezang harang kakiyas na tavukulr vuevu zi kara'is, mena'u ta lra mu mavangavang ta lra.","大型農具則有脫穀機、風鼓機、牛犁、鐵耙……甚至，捕魚、抓蝦、毛蟹用的捕魚網、蝦蟹籠、簍子等……看了令人眼花撩亂，心雀躍不已。"
"kurelrang kana wari, kurelrang kananta sinaleman na ma'a'izang, penauwa za tavukulran za vulraw puwavuvuwan za harang, muvalivalis ta pinupana, maresan kana ra'emetr kikarun na trau, mavulavulas mukuwa kikaruna.","因著季節的變換，農作物的成長，及隨著捕魚、抓毛蟹的季節……，穀倉裡的用具也隨之出籠，像善盡職責的人一樣，一個個出勤工作。"
"harem lra na muwa'uma mu mikikay lra peniya, tu valisaw lra tu iwa'uma na kinaaydanan tu piniangeran,","現代農業的機械化，改變了以往族人怡然耕農的態度，"
"na velelruwan lra na zenan na matikezir lra, tu tuwa'umayaw peniya, tu kuwatrengaw tu kaazuwan wavaawan kana haramhaman, ta nina'uwan a aydan ziya ta kinatavele'an semiyaw na kakiyas, vulraw, 'a'ezang, rina', harang mu marekasaema,ulra na matrepu malremes lra.","山川大自然的濫墾濫伐，破壞了農閒時捕魚的農村樣貌。"
"harem i zekalr mu 'azi ta pakana'u lra kana sina'uvan za lavun na suru, halra na mutuwa'uma peniya ta kinazuwan, uniyan za tatevasan za lavun.","現代的鄉村部落再也找尋不到，那緊挨在各家屋子旁的茅草屋頂穀倉，因為田野都開闢為農田，無處割取茅草了。"
"nazu na ta kinatalrimayan a aydan ziya na kiyakarunan mu,","那些原先所依賴寄以厚望的農機器具，"
"kazu lra i kazu mu'udung, mirana' lra marametr mutrangtrang lra, merimek zi tivus ta rivasaw purevuwanay 'atelranay lra,","推積在倉庫裡，鏽蝕腐朽瓦解了，因雜亂占空間於是將之拆解焚燒丟棄了，"
"musama' kananta piniangeran lra, muvilin i panana'uwan kana awatranan panana'u za trau a eman na kiyakarunan a aydan ziya.","最後只能在回憶中模糊，或者存放在文物館裡僅存展示以往農具的功能。"
"kani Pinuyumayan na trakuvan zi na palakuwan mu, maw na pakituvangsaran kana valalisen, maw na panadanadaman zantu ma'inay na trau kana Pinuyumayan. tu ikatratrau na ma'inayan i Pinuyumayan mu, marekatelu tu pinakapazangal tu kakuwayanan.","卑南族的takuvan（少年會所）和palakuwan（成人會所），是舉行男子成年禮的地方，也是訓練卑南族勇士的場所。卑南族男子一生的成長有三個重要的過程。"
"na melrivak, muketrep misama' za zuwa telu tu 'ami mu kituvalisen, musavak i palakuwan, kurelrang za wayway za inulepunan,","第一、約在十二、三歲時，進入巴拉冠，參加集體生活，"
"kilrepit i tezek, pavekas, kimarevu,'uringtran, zi penana' za lutung za kemani kana 'azi melalehetr na panadanadaman, nani na valalisen na sasasasa maruwaya marukezang dalikedik tu zazek, miturus za kinuwarelrangan zi ra'emetr a ma'inay a trau.","接受擊臀、跑步、摔角、膽識訓練和射猴等嚴格的體能訓練，為的是要少年們各個成為體格強健、服從、守紀律又勇敢的人。"
"na pukazuwa, muketrep misama' za pitu iwa tu 'ami mu, kituvangsar lra kazu i palakuwan, pakarun lra za trepa kana valalisen, kurelrang kana marekamelrimelri na kahuwahuwan i zekalr zi na palalisiyan, mitrepa kipakarun kana ma'izangan,","第二、青少年到十七、八歲時，要入青年會所，派任服務，參加各類成人活動和祭儀，"
"demaulr paredek za seratr na kiyakarunan, paruwakezang za pakaulep 'azi kiyarengay kipanadam malrualru za dinadaway ini na anger.","擔任服侍長老、雜役、傳令等工作，強調刻苦耐勞、自動自發的學習精神。"
"na pukatelu, na vangsaran kituluz kana kimatengezan za lepun, kipatalram za 'azi alralrupe', kima'ari, kimarevu zi za 'a'iwayan pakatralutralunan, nadanadaman mutuwatrau,","第三、青年須接受戰鬥訓練及嚴厲的考驗，如不睡、競走、摔角及忍耐飢餓等訓練，"
"dadawayan za 'uma ziya za piyaemanan nu kiyakarun i ruma' nani na nadanadaman. na zuma mu, menadanadam pa'alrup, pentrir, demaway za vusur zi za valru', penanapana'.","另外同時學習謀生及狩獵的技能。"
"kurelrang mangayaw kurelrang za sa'ur i zekalr. parahan za ruma' venaaw za trau kana muelep za kuwatrengan. pakalranganay kanini na uri yavaawan i tralutralun, nu sayhu lra kanini na kakuwayanan mu, paturusay lra za mipurekalrawan mi'azin lra.","通過野外求生的嚴格考驗後才被准許交女朋友以及結婚。"
"na Pinuyumayan tu kakuwayanan i palakuwan za valalisen puludus lra kanini na nadandaman mu, musavak kazu i palakuwan kituluz kana 'azi melalehetr na patakesi zi na warekesan za lepun, ini na wayway.","卑南族少年在會所完成養成訓練，及進駐青年會所接受更嚴格的教育及團體的生活訓練。"
"pinaresenenganengan tu kadadawanan, na kituvangsar panadam kana valalisen, na maradawan panadam kana maralrakan, na mikakavung ulra tu kezang panadam kana marakitengan melrepit kana valalisan za iyaturusan za maradawan kana ma'a'izangan.","會所內年齡階級制度非常分明，大致分為四個階段，每一階段的晉升均須經過擊臀的儀式，尤其絕對要服從年齡階級。"
"puludusaw lra na kiyakarunan i 'uma, uniyan lra tu vangavangan mu, mare'ali'aliw za 'ali'ali'an za auwayan pentrira.","田裡的工作告一個段落，生活不忙了，於是互相邀約去捕獵。"
"penadang za tazaw, za petrir, za vulrawan, za veras, za iyam zi za lramlram, zi tu aurungan na zuma ziya. awlra, zuwaya, tuluwa wariyan, 'azi mu, saliyusan tu auwayan. mare'azi'azin miotobay masikasik mukuwa pentrira.","準備獵刀、捕鼠夾、鍋子、米、鹽巴、生薑……等，以及一些該帶的物品。行程也許是兩天、三天或是一星期，夫妻成對的騎機車出發去捕獵。"
"meredek za tu papetriran, na mainayan mu, mukuwa ziya melikapa za tu raretra'an kana petrir. tu iya'aw tu wakalr zi tu kerutr kana 'avutar.","到達目的地，男人前去觀察捕獵的地形和位置，並勘查田鼠的路線及洞穴。"
"na vavayan mu, mukuwa kikulanga i paliyuliyus. kikulang za metri, za ama', za kamusur, za 'alidengadeng.... zi merawak za tu katalaulepan. miya' za varasa' demaway za likezan daderuwan zi za vavi'asan za 'enay.","女人就近採摘野菜，採摘了龍葵、野萵苣、紫背草、山柚……等，並整理休息夜宿的地方，還用石頭搭起煮飯燒開水的簡易爐灶。"
"nu karawurawuv mu, mukuwa tema'eta'a za tu petrir na ma'inayan. kazu za tevutevu, za vurasirasi, za radis (zunzun), 'azi mu, za tralutralun.","傍晚，男人將捕鼠器放置在事先勘查的位置，放置在甘蔗園、地瓜園、花生園或草叢裡，之後就回到休息區。"
"nu piya tema'eta' tu petrir mu, mareveliyas za tu talraviyaw. parepuwan melilru za tu petrir. kararuwa za muketrep tuki zi za dadaman za semavalr za pata lruwatra tuki.","通常巡視捕鼠器至少兩次，一次約在晚上十時左右，另外是在翌日的清晨四時、五時。"
"nantu rawa mu, tu lrangisay ziya tu humulr kana 'avutar, zi tu pakunamunay semavesav.","若有獵物就帶回休息區，將牠們的毛烤燒再宰殺清洗乾淨。"
"tu truwakaw zi tu trapayaw na dadawanan. tu aurungan muruma', paniniyan za niruma'enan. na kakitengan na 'avutar zi tu iyavavak mu, tu pusiyaway zi tu uriyay za tu kinikulang. salaw aresasiyaw!","大隻的田鼠烤乾，預備帶回家與家人親友分享，小隻的田鼠切一切並和內臟一起煮湯，再加些摘採的野菜，味道特別鮮美。"
"mulitrung karatrekel za kutra zi karasenasenay', semiyaw za inevel, venavati za karapida za pintriran, zi tu ka'inavayan i likuzan lra zi semangalan,","大家圍在一起喝酒唱歌，喝鮮美的田鼠湯，談未來及分享快樂，"
"mazayazayar za eman ziya, maretavuwavuwas zatu sepelran, zatu aluzunan, masimesime' zi parekudakuda, malalup lra za tu ulepan mu'uma a kinadamanan.","互相傾吐煩憂並消除壓力，天馬行空的閒聊，大夥兒開懷大笑，互開玩笑捉弄。"
"zi mudaway lra ini na senay na “ki'avutara”.“tranguru' kana kulavaw, tranguru' kana kulavaw, nantu mayku kana sonciyosang. tu ungetr kana kulavaw, tu ungetr kana kulavaw, tu pikulimuaw kana 媽媽小姐.","因而即興創作了「捕獵樂」歌，歌詞是：「田鼠的頭，田鼠的頭，是村長的麥克風。田鼠的鼻屎，田鼠的鼻屎，是媽媽小姐們的粉脂。"
"tu ikur kana kulavaw, tu ikur kana kulavaw, tu pipuledaw kana miyapetan. tu luvitr kana kulavaw, tu luvitr kana kulavaw, nantu lrungpaw kana ma'a'izangan.","田鼠的尾巴，田鼠的尾巴，是準青年的扁擔。田鼠的皮，田鼠的皮，是老人家lrungpaw。"
"tu humulr kana kulavaw, tu humulr kana kulavaw, nantu ngisengis kani 楊麗花. tu ukak kana kulavaw, tu ukak kana kulavaw, tu tengeraw kana ma'a'izangan.”","田鼠的毛，田鼠的毛，給楊麗花當鬍鬚。田鼠的骨，田鼠的骨，給老人家燉來補身。」"
"na vangangesaran mu, demaway za senay za “pentrira”. a maw na parekakuda ini na senay.","年輕人也創作「打獵歌」，也是一首很有趣的歌曲。歌詞大意："
"“aliya, makuwa u i iyan? makuwa mi i Sanasan. kemudaya? kemudaya? makuwa mi penetrira. muetrie lra? 'azi ziya. muetrir lra a vulavulayan! padukeduki! na'una'uwi. ziya! muetrir lra a vulavulayan! ia...makuwa mi pentrira!","「朋友，上哪兒去？上綠島去。做啥？做啥？我們要去打獵。獵到了嗎？還沒，但獵到姑娘了呢！快快！瞧瞧！獵到姑娘了呢！呀－我們要去打獵。"
"pateka mi! pateka mi! pateka mi za vulavulayan. 'ilremes na vulavulayan! papetrikaw ku i dalan. ia...makuwa mi pentrira! makuwa mi pentrira! makuwa mi pentrira! Indonisia, Indonisia, Indonisia. ho-hai-yan ku ru kang ku ru kang. pa ra jo jo para pa pa.”","我們獵到了！我們獵到了！我們獵到姑娘了呢！姑娘生氣了！我當街被賞耳光。我們要去打獵！我們要去打獵！我們要去打獵！」"
"ini na vavinayan kana ta niruma'enan mu, ulra izu nu matratrepa ta zi venavina ta na ngai, zi maw nu pakalrazam ta za trau kana ta niruma'enan za maw i eman, malrazam ta za makaiman ta kemay iyan ta.","卑南族的稱謂有自己稱呼家人和介紹家人兩種的稱謂，並可以知道我們和親屬之間的關係是如何。"
"“i imulri na i 'atrengalran lra na ma'inayan / vavayan” kema ta pakalrazam za trau, “imu” kema ta venavina.","介紹他人認識時要說「我的高祖父 / 母」，當面稱呼時，則要說「高祖父 / 母」。"
"“i imulri na i tuzu lra na ma'inayan / vavayan” kema ta pakalrazam za trau, “imu” kema ta venavina.","介紹他人認識時要說「我的曾祖父 / 母」，當面稱呼時，則要說「曾祖父 / 母」。"
"“i imulri na ma'inayan / vavayan” kema ta pakalrazam za trau, “imu” kema ta venavina.","介紹他人認識時要說「我的祖父 / 母」，當面稱呼時，則要說「祖父 / 母」。"
"“i inani” kema ta pakalrazam za trau, “ina” kema ta venavina.","介紹他人認識時要說「我的媽媽」，當面稱呼時，則要說「母親」。"
"“i amalri na marama'izang kani amalri” kema ta pakalrazam za trau, “ama” kema ta venavina.","介紹他人認識時要說「比我爸爸年長的父輩」，當面稱呼時，則要說「伯父」。"
"“i amalri na maralrak kani amalri” kema ta pakalrazam za trau, “ama” kema ta venavina.","介紹他人認識時要說「比我爸爸年輕的父輩」，當面稱呼時，則要說「叔叔」。"
"“i amalri na marama'izang / maralrak kani inani” kema ta pakalrazam za trau, “ama” kema ta venavina.","介紹他人認識時要說「比我媽媽年長 / 年輕的父輩」，當面稱呼時，則要說「舅舅」。"
"“na marama'izang / maralrak na vavayan kani amalri” kema ta pakalrazam za trau, “ina” kema ta venavina.","介紹他人認識時要說「比我爸爸年長 / 年輕的母輩」，當面稱呼時，則要說「伯母 / 嬸嬸 / 姑姑」。"
"“na marama'izang / maralrak na vavayan kani inani” kema ta pakalrazam za trau, “ina” kema ta venavina.","介紹他人認識時要說「比我媽媽年長 / 年輕的母輩」，當面稱呼時，則要說「阿姨 / 舅媽」。"
"“i ivalri na ma'inayan / vavayan” kema ta pakalrazam za trau, “iva” kema ta venavina.","介紹他人認識時要說「我的哥哥 / 姊姊」，當面稱呼時，則要說「哥哥 / 姊姊」。"
"“i wadilri na ma'inayan / vavayan” kema ta pakalrazam za trau, “maralrak” kema ta venavina, nu 'azi mu venavina ta kantu ngadan.","介紹他人認識時要說「我的弟弟 / 妹妹」，當面稱呼時，則要說「弟弟 / 妹妹」，或直呼其名字。"
"“i ivalri na kinaraasa na kemay kani amalri / inani” kema ta pakalrazam za trau, “iva” kema ta venavina.","介紹他人認識時要說「我的堂（表）哥 / 姊」，當面稱呼時，則要說「堂（表）哥 / 姊」。"
"“i wadilri na kinaraasa na kemay kani amalri / inani” kema ta pakalrazam za trau, “maralrak” kema ta venavina, nu 'azi mu venavina ta kantu ngadan.","介紹他人認識時要說「我的堂（表）弟 / 妹」，當面稱呼時，則要說「堂（表）弟 / 妹」，或直呼其名字。"
"“tu alrak ni ivalri / wadilri na ma'inay / vavayan” kema ta pakalrazam za trau, zi venavina ta kantu ngadan.","介紹他人認識時要說「我的兄 / 弟 / 姊 / 妹的孩子」，當面稱呼時，則直呼其名字。"
"ini na pare'azi'azinan a demadaway na demaway mu sasa na ma'inayan zi sasa na vavayan 'aziya mutriyur i ruma' kema.","造物者所創造的婚姻制度是一夫一妻制，以免家庭紛擾。"
"a aydan ziya inta na Pinuyumayan mu musavak na ma'inayan kana vavayan, mena'u za ma'izang lra tu alrak na ma'inayan, nantu ma'iza'izangan mukuwa kana tu ruma' na vulavulayan kimazayazayara za para'azinan kana tu alrak.","以前卑南族的男性要入贅到女方，看到男子已經成年，他的家長就到女方家商談子女婚嫁的事宜。"
"na temuwamuwan ziya nu pare'a'azin kana tu alrak na vavayan na ma'inayan nintaw anger na ma'iza'izangan za pare'azin kana lralrak, iniyan za kakuwayanan za palimi' na lralrak za tu 'a'azin.","祖先們認為後代子孫的婚姻是由家長主張決定的，沒有由子女自行選擇對象的習俗。"
"nantu pinare'azin na demaway ziya na trau mu 'azi karuwa paruwaday na trau kema a ngai za temuwamuwan.","祖先們訓示說造物者所許配的，別人不可以讓他們分離。"
"tu pauwayan za pare'azin mu 'azi kamawan kana Mingkuk Payrang na vavayan maurung za paurung, zi na ma'inayan mu padang za pingkim,","我們婚姻習俗不像漢人或閩南人新娘要帶有嫁妝，男方要有聘金，"
"maremamawa maw na ma'inayan na maurung za kangkang zi za kakara, za hung, kakipa mukuwa musavaka kana vavayan,","反而是男子攜帶牛犁、鐵耙、耕牛、牛車入贅到女方家，"
"zuwa lra na Mingkuk na pairang mu muvalis lra na kakuwayanan kana pare'azinan.","到了漢人及閩南人來了之後，這樣的習俗才改變。"
"na palrivak kazu i Taiwan na 'alrayan mikakuwayanan za 'ema'alrup, kuretalrima za 'alrupan miwayway, maruwa kemirungetr venaaw za niruma'enan.","在台灣早先的原住民皆有狩獵的傳統文化，依賴狩獵生存，也能養活親友。"
"a awatr ziya nu penapetrir mataravusuvusur zi valru' zi putilu' kana haramhaman zi maruwa mirawa.","古時候的獵人依靠弓、箭及套索即可獵得獵物。"
"nu 'ema'alrup ta 'azi ta melalavat kanantu palruwan na pa'alrupan na zenan, nu melavat ta zi mukuwa ta pa'alrupa za tu 'alrup za trau, maresan za 'emaraw za tu pa'alrupan kana zuma na trau,","打獵時不可以超越自己獵場的界線，越界到他人獵場狩獵就像是搶奪他人獵場，"
"ziyanay zi kazu ta kananta pinarayasan pa'alrup, nu 'azi mu, tu kalrazamaw ta mu tu rawungaw ta zi tu tengezay ta kana mi'a'alrup, arusay nu milralrang ta zata wadiyan ta panadamaw kananta palruwan za palru i iyan.","所以還是要在自己的獵場狩獵，否則，擁有獵場者一旦得知會埋伏襲殺入侵者，甚至於有親友陪同時，一定要告之何處是獵場的界線。"
"nu mirawa ta zi muwaruma' ta lra, nu kiretrevung ta za trau i dalan za pasaseki mu malrazam za mirawa ta ziyanay zi, maziyazi ta ziya pulusuwaw nanta pinazek, kemeret tu 'alum i zakur pu'atrar kanizu na trau.","獵得獵物返家時，路上若遇到要上山的人，知道獵人有獵物，所以停下來將背負物品放下，並割下一塊靠近脊骨的肉送給對方分享。"
"i likuzan lra nu mukuwa intaw zi maretrevung ta i dalan mu tu kuwazuwaw ta veray pu'atrar za tu rawa.","之後對方在入山路上遇到我們也會同樣分享其獵物。"
"nu makuwa ta 'emalrupa melalavat ta kana tu 'alrup za trau zi mena'u ta za kazu mupetrir kana tu petrir a vavuy lra nu 'ura, marenem zi viyaw lra mu,","若去打獵通過他人獵場時，發現其獸夾獵獲山豬、山羌、水鹿或梅花鹿，"
"ta elakaw puruma' veray kana mipapetrir na trau mu, izu na mipapetrir tu verayay ta kana tu pa'a i likuzan za saya.","帶回給獸夾主人時，獸夾主人會割下獵物後腿送給背回獵物者。"
"nu mirawa ta inta mu ta kakeretaw 'ema'atrar panini kananta niruma'enan i zekalr zi puwazuk ta patrekel za zinekalranan, ini na kakuwayanan salaw 'inava vulay maw nanta tratrungulran,","獵人有獵物時，切割成塊分送給部落親友分享，邀請族人飲酒作樂，這樣的傳統習俗非常優美很値得傳承下去，"
"harem lra mu muramawan ta lra za nanta wayway 'azi ta lra pa'alrup ziyanay zi ini na vulay na kakuwayaynan mu mureput lra.","到了現在因為生活方式改變不再狩獵，分享獵物的傳統文化就此中斷。"
"rahan mu maw na mitrepa demikes kana palalisiyan. maw na muravak kana tinuayawan. harem ini na rahan mu, mutrungutrungulr kana ta kakuwayanan, kazu i zekalr mu, kinakawud kinaira za zinekalranan.","卑南語rahan意指「祭司」，祭司也是卑南族人的領袖之一，目前祭司依然延續著傳統在部落裡仍然受人尊重。"
"na 'amiyan na palalisiyan zi maw na palalisiyan ziya, maw na rahan na demikes.","歲時祭儀祭祀，或平時照料或祭祀時，都由祭司執行。"
"na zekalr ziya na Pinuyumayan mu, nu kazu a saya karuma'an mu kazu tu rahan a sasa.","卑南族的部落每一個以共同祖靈屋名稱的氏族，就有一個祭司。"
"a aydan ziya i Ulivelivek mu mikaruma'an za lruwatra zi mirahan za lralruwatr. nu kapalisiyan mu, maw nani na raharahan na demikes penalisi kana tu karuma'an.","初鹿部落以前有五個祖靈屋就有五個祭司，祭典時就由這些祭司負責祭祀各自的祖靈屋。"
"maw mu tu lralrakan temuwan uniyan na mutrungul muturahan, maw na ma'ulid ku za palisiyan ngangadiran, makawud ku za uwatehayan kema zi tu retra'anay na uwatrungulran za uwaturahanan.","但是這些祭司的子孫們並無人承襲擔任祭司的職務，理由皆為不懂祭祀祭儀，害怕祖靈詛咒懲罰而放棄了承襲祭司的職務。"
"ini na uturarahanan mu, mutrungutrungulr kana tu ma'iza'izangan na muturarahan.","祭司的身分取得是世襲的。"
"nu minatray i vawtaw mu maw i waditaw na demikes, nu minatray nazu na rahan na maruwadi mu, maw na tu alrak ni vawtaw na marema'iza'izang na ma'inayan demikes kana tu karuma'an.","方式是採「兄終弟及」及「長子繼位」的原則傳接，當同輩的兄弟人選皆過世時，祭司的職位便又回到「長兄、長子」的身上。"
"nazu na muturarahan nu uniyan za ludus za vulas mu, kipalimi' kana viruwa, nazu na muturahan na trurin lra na temuwamuwan mu, pakalrang kanizu kana kuwalengan zi maw na kemazu tu ipakalrazam za tu aiya'an za uturahanan.","除了這個原則，卑南族關於神靈的信仰中，還有一種「神擇」的概念，認為祭司也可由過世的祖先，透過生病或奇異徵兆的通靈經驗，被挑選產生。"
"nu uniyan za maruwa muturahan mu, maw lra na zinekalranan na miya' za parewaveli demikes kana tu kiyakarunan na rahan.","如果上述兩樣皆無法產生，則由部落推派代理執行祭儀的工作。"
"halra na iniyan za kemakezeng za palalisiyan nu katupaydiyan (karawakan) zi 'amiyan, muvalivalis kematay mu,","因為最後一個祭司並無人傳承，有好幾年收穫祭及年祭祭典沒有祭司帶領祭祀，"
"kuwatreng nu uniyan za mitrepa penalisi kana karuma'an kema zi mazayazayar tu pakarunay kana zinekalranan za kiyakarunan kana rahan, 'aziya mureput ta kakuwayanan kema.","雖然時代轉變了，認為如果無人負責祖靈屋的祭祀不是很好，才討論由族人委請擔任祭司的工作，以免傳統文化中斷。"
"pazangal tu kiyakarunan kana rahan, mitrepa za palalisiyan kimazazayaran kana temuwamuwan,","祭司的職責是非常珍貴重要的，他負責祭祀及與祖靈溝通，"
"nu uniyan za rahan mu kauniyan za penalisi kana karuma'an, zi nu ulra ta kahuwahuwan i zekalr mu, uniyan za karuwa kianun kana temuwamuwan za ka'inavayan.","沒有祭司就沒有人祭祀祖靈屋，遇有活動也無人可以向祖靈祝禱祈求平安順利。"
"rarengay ta kanini na pinarahan salaw maridawilr kana pinarahan a aydan ziya zi kana hareman.","談到建築，傳統與現代的建築物有很大的差異。"
"aziyu ziya nu pararahan ta za ruma' 'azi ta kalre'ayan za puwaturak puwaliveng sasa'uv, ames (amames) marametr ames mukuwatreng, marayas ta pavalis za sa'uv.","以往要蓋房子時柱子、牆壁及屋頂材料的取得並不容易，且很容易腐朽壞掉，常常要更換屋頂。"
"harem lra salaw ta kalre'ayan, nu ulra ziya ta pinadang a paysu pakarun ta kana sayhu parahan mu miruma' ta za vulay zi arekez.","現在則非常方便，只要準備房屋建築款項即可委託建築業者施工，就可以擁有美觀又堅固的房子。"
"na kukung ziya mu parahan za tu raruma' dinalapi' na ruma'; kemazu zi ilikuzan lra sazu ziyan nanta alakan (aelakan) za taturak a kawi mukuwa zata anger miya' za kararuwa miturak mipuwalrepus tu kawi na puran.","而以前蓋房子是用石板的，因此之後還有很多建築材料要取得，像是木頭柱子要到自己的構想找尋適合當柱子的木料及可以當橫樑的檳榔樹幹。"
"maw na kemani na pinarahan a awatr ziya nantu turak mu maw na kawi nantu liveng a vasikaw zi lavun.","所以以往的建築都是木頭柱子、竹牆及茅草屋頂的形式。"
"nu pararahan za ruma' pakangawayan za sa'ami padang za taturak za 'uway, miya' za arekez 'azi ames marametr tu 'elrus za kawi 'azi maayan, makatulun. makalruwatr saleman lra 'ami 'azi mararametr.","在蓋房子的前一年就要準備木柱及黃藤，尋找堅固實心不容易腐朽不會白蟻蛀掉的，三十、五十甚至一百年都不會腐朽的柱子。"
"nu kivasikaw ta mu kivasikaw ta nu vetriliyan kana uli'itr 'azi veresuken, 'azi tu 'udalri mu 'azi matupa'.","砍取竹子時選在冬季砍取成熟堅硬不會被蟲蛀的，沒有淋到雨水就不會腐壞。"
"penauwa lra tu taturak mu kivasikaw lra za kilauzan, zi puwauratr, puwalrepus (varat), pasurung.","柱子數量足夠之後才砍取竹子做為衍架及牆壁骨架。"
"marepadapadang lra peniya marengay lra kana ma'a'izangan i zekalr anamun patikezir kana turak, piya patikezir puuratr, purekez, pasurungay,","橫樑及柱子斜撐都準備妥當後才通知部落的成年人很快地立起柱子，完成後再裝設牆壁骨架、樑架及柱子斜撐，"
"'azi ta makaud za ngunin za mureve' nu ma'izang na variw. zi kemilauzan lra, sedesede'aw sayarawang sayarawang,","這樣就不怕地震震垮或強颱吹垮了，將屋內隔成一個一個區塊，"
"piya puvakur mu, marengay lra kana palakuwan na valalisen vangsaran patevas kana lavun, kazu i sa'uv na sayhu sema'uv na trau, kazu i dare' na lralrakan temavatavar kana lavun i itras.","完成桁架後，才通知巴拉冠的青少年及青年割取茅草，懂得鋪蓋茅草的在屋頂上，小孩則在地面往上拋擲茅草。"
"tu kiya'ezengan vinarevaran za vasikaw milre'ap za dinaway kana rengas na lre'ap, demaway za suru, 'emavuwan demaway za pazar, puwayay za palranglrangan kana dawa, ulra na miailangan paliyangkaw.","床鋪則用竹子鋪設，上面鋪有月桃梗編成的蓆子，建有糧倉，設有火灶及置物吊架，放置食物及烘烤小米，有的也有碾米土礱。"
"piya parahan mu muwazuk na dawdawan maresawur (semenay) kana tu pinarahanan.","搭建完成後老人會聚集為房屋建築歡唱。"
"zuwa lra na Dipung mudaway lra vanin a liveng zi misa'uv za kasiya zi kawara, ulra na zineli za dare' na liveng.","日據時期的建築才有木板牆壁，屋頂則是鐵皮或水泥瓦，也有的牆壁是泥土的。"
"na pinarahanan harem mu pinuuratran kana vatulrayaw paliyuliyus, na tu turak mu maw na vatulrayaw zinekezekan za sēminto, maruwa paritre'etre'elr palru za 101 tre'elr.","現在的建築則是全部以鋼筋混泥土興建，可以一層一層搭建到一〇一層了。"
"ulra a vativatiyan, a aydan ziya mu kazu a ayawan temuhus i 'uma za dawa, naven lra na dawa,","有這樣子的傳說故事，在古時候有一個頭目在田裡種了小米，已經長高了，"
"temuvang i Samilikan za awayan milrana kana dawa i 'uma, kazu mailran i Samilikan mu kiretrevung kanizu na viyaw a ma'inay zi payas marekasahar.","Samilikan就答應了田裡看顧小米的事，Samilikan在田裡看顧時就遇見了那隻雄鹿且馬上相互喜歡。"
"na ayawan mu 'azi lra mavangavang tu 'uma kana ulra tu alrak i Samilikan na mailran kana dawa, kamelriya malemu ziya musavak na viyaw i 'uma'uma nu ulra melalikap i Samilikan ziyamaw?","頭目因為有女兒Samilikan在看顧小米就不再擔心田裡的事，心想有Samilikan在巡視，那隻梅花鹿難道還敢進到田裡嗎？"
